gx,gy,gz,ax,ay,az,time,gesture_type,timestamp
-0.033542268,0.215973154,0.227503613,-0.092639342,0.138340801,0.963460803,28:15.2,no-gesture-kk,137.25
-0.118196562,0.764073074,0.280374169,0.268745661,-0.291334987,1.002987385,28:15.3,no-gesture-kk,137.3
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.35
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.4
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.45
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.5
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.55
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.6
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.65
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.7
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.75
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.8
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.85
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.9
0,0,0,0,0,0,28:16.1,no-gesture-kk,137.95
0,0,0,0,0,0,28:16.1,no-gesture-kk,138
0,0,0,0,0,0,28:16.1,no-gesture-kk,138.05
0.121391058,-0.339386374,-0.347663969,-0.016280707,0.066112801,0.970354974,28:16.9,no-gesture-ll,138.1
-0.071876287,-0.275864869,0.597597539,-0.091034204,0.069804966,0.996093214,28:17.0,no-gesture-ll,138.15
0.079862542,-0.156081438,0.036849178,-0.025911525,0.119418442,1.040675521,28:17.0,no-gesture-ll,138.2
0.079862542,-0.156081438,0.036849178,-0.025911525,0.119418442,1.040675521,28:17.1,no-gesture-ll,138.25
0.027153265,0.04718741,0.067289799,-0.005503362,0.126341254,1.023440123,28:17.1,no-gesture-ll,138.3
0.092640549,0.03992781,0.038451314,-0.012382519,0.094957843,0.999770105,28:17.2,no-gesture-ll,138.35
0.059098281,-0.010889403,0.038451314,-0.005274056,0.091957957,0.989428878,28:17.2,no-gesture-ll,138.4
-0.022361511,-0.030853307,-0.083311185,-0.016739316,0.095188603,1.00482583,28:17.3,no-gesture-ll,138.45
0.007986254,0.027223507,0.008010691,-0.025452916,0.095188603,1.014937282,28:17.3,no-gesture-ll,138.5
0.007986254,0.027223507,0.008010691,-0.025452916,0.095188603,1.014937282,28:17.4,no-gesture-ll,138.55
